LCLid,Age,Sex,day,energy_median,energy_mean,energy_max,energy_count,energy_std,energy_sum,energy_min,Label
x3dook4w,35,M,30-06-20,0.112,0.148875,0.611,48,0.107839839,7.146,0.052,1
y4k6aprj,57,M,01-07-20,0.124,0.215666669,1.4170001,48,0.241208875,10.3520001,0.056,0
9a058w8d,62,M,02-07-20,0.1495,0.216333333,1.232,48,0.228120567,10.384,0.039,0
jw3al9rl,59,M,03-07-20,0.0955,0.17775,1.094,48,0.197599046,8.532,0.05,0
gsp7kvtw,53,M,04-07-20,0.0945,0.174791667,0.878,48,0.184336528,8.39,0.048,1
kpqg27lt,62,F,05-07-20,0.1095,0.259416667,1.952,48,0.367199513,12.452,0.047,0
q97pgwqf,54,M,06-07-20,0.0965,0.249958335,2.016,48,0.355588039,11.9980001,0.049,1
8wnocz2l,56,M,07-07-20,0.1005,0.195604167,1.352,48,0.228481829,9.389,0.048,0
cqpf4hui,56,F,08-07-20,0.1125,0.154104167,0.57,48,0.113824284,7.397,0.067,0
2mnaul17,54,M,09-07-20,0.13,0.2041875,1.107,48,0.206207049,9.801,0.086,1
drqwb7ag,66,M,10-07-20,0.1085,0.223791667,1.196,48,0.261520347,10.742,0.052,0
ymkbxw9m,63,M,11-07-20,0.1155,0.2151875,1.492,48,0.266910987,10.329,0.044,1
6no23gf8,44,M,12-07-20,0.1015,0.16775,1.326,48,0.200339871,8.052,0.043,0
60qkra0q,60,M,13-07-20,0.144,0.239958333,1.995,48,0.305113021,11.518,0.054,1
4q46kpke,55,M,14-07-20,0.1395,0.2414375,1.115,48,0.248006169,11.589,0.059,0
ag7c2mhx,66,F,15-07-20,0.134,0.217895833,1.08,48,0.225544942,10.459,0.071,0
h7ehzdyt,66,F,16-07-20,0.1325,0.226625,0.918,48,0.214272309,10.878,0.075,0
vpf1ogbg,65,F,17-07-20,0.1215,0.2011875,0.914,48,0.182952459,9.657,0.084,0
hgd1jije,60,M,18-07-20,0.117,0.215166667,1.426,48,0.23830343,10.328,0.043,0
cfomrgjo,60,F,19-07-20,0.1325,0.246250002,1.192,48,0.27232354,11.8200001,0.084,0
zu44biu6,60,M,20-07-20,0.123,0.1675625,0.847,48,0.126387433,8.043,0.084,0
gc14saqe,56,M,21-07-20,0.1445,0.2155,0.966,48,0.197707715,10.344,0.056,0
q1aihmx4,59,M,22-07-20,0.121,0.2116875,1.48,48,0.238525003,10.161,0.056,1
jjeul36s,62,M,23-07-20,0.1255,0.232895835,1.0140001,48,0.204976212,11.1790001,0.081,0
qb9dydi7,63,F,24-07-20,0.116,0.193104167,1.099,48,0.209095849,9.269,0.045,0
dp9m1w9s,57,M,25-07-20,0.1115,0.214041665,1.1059999,48,0.232735981,10.2739999,0.082,0
y2q9lw4f,62,F,26-07-20,0.1085,0.153145833,1.192,48,0.165534465,7.351,0.066,0
xypcr1b4,63,F,27-07-20,0.096,0.171625,0.9,48,0.169873247,8.238,0.049,0
7z5gihqa,46,M,28-07-20,0.1085,0.130041667,0.529,48,0.0781545,6.242,0.064,0
qrt65zjj,63,F,29-07-20,0.1315,0.206854167,0.987,48,0.197794326,9.929,0.048,0
9ejqesz5,60,F,30-07-20,0.1135,0.254875,1.273,48,0.276412937,12.234,0.047,0
t6bs467w,58,M,31-07-20,0.112,0.186895833,1.173,48,0.198698022,8.971,0.049,1
8y3pqn21,64,F,01-08-20,0.125,0.220020833,0.815,48,0.19782654,10.561,0.057,0
moai0s58,63,M,02-08-20,0.1,0.182354167,1.104,48,0.213734523,8.753,0.046,1
lyrbqrnt,74,F,03-08-20,0.154,0.237458333,2.02,48,0.310085915,11.398,0.051,1
a4wutdif,52,F,04-08-20,0.1315,0.177333333,0.638,48,0.124491362,8.512,0.056,1
i98p6e8q,69,M,05-08-20,0.1535,0.229041667,1.485,48,0.258418262,10.994,0.048,0
4scsvv8j,51,M,06-08-20,0.14,0.228416667,1.637,48,0.279188858,10.964,0.055,0
qn63bfrs,60,M,07-08-20,0.104,0.165479167,1.071,48,0.167178461,7.943,0.05,1
u9h4ap0h,56,M,08-08-20,0.1635,0.232041667,0.871,48,0.201074556,11.138,0.049,0
bg1s2i6d,55,F,09-08-20,0.1195,0.2296875,1.952,48,0.307595974,11.025,0.048,1
d5qpq17p,54,M,10-08-20,0.134,0.230916669,1.2460001,48,0.23844683,11.0840001,0.063,0
wfcyaumm,77,M,11-08-20,0.12,0.225854167,0.906,48,0.221737528,10.841,0.038,0
3vxz5v8x,63,F,12-08-20,0.097,0.240041667,1.38,48,0.323200943,11.522,0.045,0
cdi0uaoo,55,F,13-08-20,0.134,0.243354165,1.4859999,48,0.283815295,11.6809999,0.05,1
qqebad87,52,F,14-08-20,0.1095,0.1849375,1.141,48,0.188807952,8.877,0.049,1
2jupu9s2,64,M,15-08-20,0.1695,0.257375,1.237,48,0.295849921,12.354,0.043,0
kdnfnpla,60,M,16-08-20,0.126,0.222916667,1.204,48,0.260775507,10.7,0.04,0
iwwt0f8x,60,M,17-08-20,0.146,0.231375,1.438,48,0.243358821,11.106,0.045,0
qlao14jc,58,M,18-08-20,0.1155,0.228833333,1.17,48,0.237800769,10.984,0.044,1
cy3700fh,59,M,19-08-20,0.1235,0.205854167,0.818,48,0.168644406,9.881,0.047,0
li48ej86,61,M,20-08-20,0.1365,0.2216875,1.176,48,0.239480125,10.641,0.053,1
io6f6z3l,40,F,21-08-20,0.1055,0.235395835,1.058,48,0.260399678,11.2990001,0.049,0
wwjhane2,61,M,22-08-20,0.114,0.181916667,1.068,48,0.160582958,8.732,0.053,0
hjcndiby,41,M,23-08-20,0.1625,0.254416667,1.145,48,0.26296451,12.212,0.085,0
8jghr8w9,57,M,24-08-20,0.1865,0.348791667,1.355,48,0.353676253,16.742,0.054,0
n2pqb8o0,63,F,25-08-20,0.137,0.21025,0.853,48,0.175654945,10.092,0.072,0
iezhjmn1,59,M,26-08-20,0.1275,0.212645833,0.886,48,0.192292053,10.207,0.044,0
1ox55ahd,51,M,27-08-20,0.164,0.209395833,1.232,48,0.220214667,10.051,0.045,0
t0asknzu,59,M,28-08-20,0.101,0.165208333,0.887,48,0.162422087,7.93,0.039,0
vt331zrh,42,M,29-08-20,0.1005,0.1655625,0.866,48,0.161296596,7.947,0.042,1
clrkyajb,55,M,30-08-20,0.117,0.201708333,1.293,48,0.211752762,9.682,0.039,1
3hfb0hbo,63,M,31-08-20,0.1155,0.252187498,1.2819999,48,0.31411426,12.1049999,0.054,1
zbflioya,62,M,01-09-20,0.151,0.177958333,0.541,48,0.114650989,8.542,0.051,1
j2lanfjm,56,M,02-09-20,0.1415,0.212208333,0.841,48,0.184914121,10.186,0.05,0
1mbsy7oj,53,M,03-09-20,0.168,0.2315,1.128,48,0.223864321,11.112,0.048,1
zxfxd77l,68,F,04-09-20,0.1005,0.21575,1.006,48,0.245951258,10.356,0.046,1
d86hl2a2,53,M,05-09-20,0.1025,0.141229167,0.396,48,0.089819497,6.779,0.045,0
0vdxs1gz,60,M,06-09-20,0.1225,0.205333333,1.018,48,0.208908138,9.856,0.043,1
841nb490,62,F,07-09-20,0.0975,0.170270833,0.946,48,0.187258581,8.173,0.042,0
uz77451r,59,M,08-09-20,0.123,0.2040625,0.893,48,0.203342021,9.795,0.045,1
uzn0s60e,51,F,09-09-20,0.094,0.1804375,0.996,48,0.203095398,8.661,0.034,1
6vmam38y,61,M,10-09-20,0.117,0.227125,1.373,48,0.27162714,10.902,0.049,1
li33am1r,57,F,11-09-20,0.0905,0.208270833,1.324,48,0.269969481,9.997,0.045,1
cruoxs9n,56,M,12-09-20,0.1205,0.211708331,1.178,48,0.24558665,10.1619999,0.038,1
im2hxob0,58,M,13-09-20,0.095,0.177604167,1.232,48,0.192641961,8.525,0.037,1
46vvq8bu,69,M,14-09-20,0.102,0.245708335,2.2520001,48,0.361288366,11.7940001,0.038,0
yygbto2j,67,M,15-09-20,0.1685,0.244604167,1.062,48,0.225677301,11.741,0.042,0
9880uw7d,58,M,16-09-20,0.137,0.2398125,1.064,48,0.254254744,11.511,0.038,1
9aw80w6c,65,M,17-09-20,0.083,0.153166667,0.982,48,0.168475054,7.352,0.034,0
h3zt94u3,63,M,18-09-20,0.1115,0.183125,1.012,48,0.172184788,8.79,0.042,0
59xyjuqh,55,F,19-09-20,0.166,0.2515,1.196,48,0.257532233,12.072,0.038,0
18zmvlmk,57,M,20-09-20,0.1565,0.295,1.257,48,0.310817522,14.16,0.042,0
l6ktj5yd,65,M,21-09-20,0.097,0.189208333,1.288,48,0.22318249,9.082,0.04,0
503qwsn1,54,M,22-09-20,0.174,0.289375,1.485,48,0.288205204,13.89,0.048,0
9ta801dk,72,F,23-09-20,0.1465,0.224958333,1.187,48,0.26096384,10.798,0.04,0
3dp8l1ay,75,M,24-09-20,0.1515,0.227000002,2.0020001,48,0.308154091,10.8960001,0.046,1
r6wg18je,49,M,25-09-20,0.095,0.213875,1.28,48,0.247733009,10.266,0.044,1
1e8ce0xi,51,M,26-09-20,0.0975,0.224812498,1.6799999,48,0.320279566,10.7909999,0.04,1
r7xxphin,60,F,27-09-20,0.109,0.241770833,1.536,48,0.270348179,11.605,0.04,0
s3qtgtjf,64,M,28-09-20,0.092,0.250479167,2.401,48,0.410728517,12.023,0.046,1
cw9zj2g2,58,M,29-09-20,0.108,0.188354167,1.207,48,0.204145077,9.041,0.036,0
6wya5f46,61,M,30-09-20,0.093,0.192291665,1.6569999,48,0.263028258,9.2299999,0.035,1
jah9y9gw,67,F,01-10-20,0.087,0.157458333,0.928,48,0.17480907,7.558,0.033,0
9pqf0m0e,62,F,02-10-20,0.089,0.181354167,0.97,48,0.196843981,8.705,0.046,0
b8lka9hq,65,M,03-10-20,0.0965,0.158645833,0.642,48,0.139811041,7.615,0.041,0
1615rie4,63,F,04-10-20,0.092,0.18475,1.552,48,0.252996131,8.868,0.044,1
m4t2x2ot,69,F,05-10-20,0.1045,0.203041665,1.0779999,48,0.233514943,9.7459999,0.037,0
vu4zpgd1,51,M,06-10-20,0.085,0.160916667,0.845,48,0.177947857,7.724,0.036,0
zro0xcj8,62,F,07-10-20,0.087,0.156104167,0.808,48,0.160570557,7.493,0.043,0
jru6yj4x,55,F,08-10-20,0.0915,0.173729167,1.102,48,0.19975642,8.339,0.039,1
hwnet5jv,75,M,09-10-20,0.094,0.165458333,1.085,48,0.187539495,7.942,0.035,1
tmaux9t2,40,F,10-10-20,0.086,0.179499998,1.2079999,48,0.210838538,8.6159999,0.042,0
qjp2rgpz,67,M,11-10-20,0.085,0.173541667,1.11,48,0.213787721,8.33,0.037,0
xd4fybok,58,M,12-10-20,0.113,0.252291669,2.1300001,48,0.3396108,12.1100001,0.038,0
qxljfbqj,60,F,13-10-20,0.085,0.15,0.785,48,0.167241576,7.2,0.009,1
wc0b6ajt,63,F,14-10-20,0.0825,0.117875,0.439,48,0.099904768,5.658,0.039,0
a06o2d9n,35,F,15-10-20,0.0885,0.225791667,0.946,48,0.264390746,10.838,0.031,0
f5bfy8ww,62,M,16-10-20,0.091,0.220215833,1.825,48,0.325373108,10.567,0.036,0
s39el1mr,43,M,17-10-20,0.0925,0.220333333,1.436,48,0.253475529,10.576,0.039,0
02lwqhxo,63,M,18-10-20,0.093,0.237,1.5369999,48,0.290794214,11.376,0.042,0
lszzx3ha,68,M,19-10-20,0.3225,0.373249998,1.4119999,48,0.344025568,17.9159999,0.045,0
e0y0kpdq,65,M,20-10-20,0.121,0.25625,1.166,48,0.304038107,12.3,0.044,0
elxl2p7p,48,F,21-10-20,0.104,0.200833333,1.377,48,0.236843007,9.64,0.035,0
tgd5cn57,63,M,22-10-20,0.1825,0.248666667,1.559,48,0.269302277,11.936,0.04,0
8mxq7o33,64,F,23-10-20,0.0935,0.215562502,1.0880001,48,0.25835239,10.3470001,0.033,0
vcg677bl,61,M,24-10-20,0.092,0.215375,1.812,48,0.33229669,10.338,0.036,0
k3ydayql,50,M,25-10-20,0.115,0.202333333,0.789,48,0.184112169,9.712,0.036,1
m6w2v5ad,59,M,26-10-20,0.18,0.249958333,1.062,48,0.237972103,11.998,0.043,1
l88kfvgi,55,M,27-10-20,0.207,0.288395833,1.255,48,0.252704835,13.843,0.044,1
zmsbyzix,45,M,28-10-20,0.193,0.266895833,1.084,48,0.245748552,12.811,0.045,1
qh34q5lf,65,M,29-10-20,0.117,0.236375,1.429,48,0.289561857,11.346,0.033,1
cptx5gf1,61,M,30-10-20,0.091,0.211083333,1.428,48,0.250855204,10.132,0.035,1
plfz2umx,49,F,31-10-20,0.0875,0.229291669,1.6670001,48,0.329816138,11.0060001,0.036,1
81i94cl7,72,M,01-11-20,0.0935,0.2009375,0.719,48,0.182175436,9.645,0.036,1
f0x7nsz5,50,M,02-11-20,0.139,0.413083335,3.3440001,48,0.682624694,19.8280001,0.038,0
vj6gbwsp,64,F,03-11-20,0.093,0.189041667,1.699,48,0.256154455,9.074,0.047,1
q5xf0nxc,55,M,04-11-20,0.0945,0.2219375,1.544,48,0.286961441,10.653,0.038,1
jhhwez7y,63,M,05-11-20,0.1725,0.271062498,1.3559999,48,0.301797544,13.0109999,0.04,1
y1zzjgh6,59,M,06-11-20,0.099,0.2756875,1.654,48,0.330626237,13.233,0.039,1
zomlcw6u,56,M,07-11-20,0.0905,0.200333333,1.383,48,0.263591668,9.616,0.038,1
hexo31o0,62,M,08-11-20,0.097,0.229145831,1.358,48,0.276875952,10.9989999,0.039,0
aa1o8hec,74,M,09-11-20,0.174,0.299458333,1.67,48,0.320971064,14.374,0.039,1
eapq37ct,54,M,10-11-20,0.1905,0.263270833,1.005,48,0.250016062,12.637,0.032,1
xy477faz,57,M,11-11-20,0.1005,0.261125,1.159,48,0.285188003,12.534,0.045,0
hlmg8i4p,62,M,12-11-20,0.1595,0.287708335,1.586,48,0.371352563,13.8100001,0.036,1
h9c05o59,76,M,13-11-20,0.1405,0.227583333,1.314,48,0.253177831,10.924,0.044,1
pg1s7lva,54,M,14-11-20,0.1235,0.276833333,1.911,48,0.345020526,13.288,0.039,1
6fsjuhzy,70,M,15-11-20,0.094,0.257666669,1.848,48,0.342992055,12.3680001,0.034,0
obpd4j1x,61,M,16-11-20,0.1375,0.234208333,1.367,48,0.249157385,11.242,0.032,1
ksqhunj7,48,M,17-11-20,0.1435,0.261833335,1.3890001,48,0.29357883,12.5680001,0.055,1
fsbezljc,48,M,18-11-20,0.1455,0.1998125,0.528,48,0.148630723,9.591,0.03,1
g3taxzwf,61,M,19-11-20,0.0775,0.166895833,0.624,48,0.148894399,8.011,0.041,1
72wjzjmy,66,F,20-11-20,0.111,0.210375,0.577,48,0.175652053,10.098,0.038,1
t9ashvqs,68,M,21-11-20,0.0875,0.228166669,1.589,48,0.316944148,10.9520001,0.041,1
r156z93s,55,M,22-11-20,0.0865,0.216229167,1.874,48,0.340333581,10.379,0.032,1
53atdvlv,62,M,23-11-20,0.0905,0.183375002,1.0880001,48,0.192865924,8.8020001,0.035,1
osilzau7,71,M,24-11-20,0.126,0.228145833,1.277,48,0.225454528,10.951,0.045,1
dd4ycws1,74,M,25-11-20,0.1665,0.281520833,1.479,48,0.339346493,13.513,0.038,1
14uar9w4,53,M,26-11-20,0.1405,0.228375002,2.0090001,48,0.30484365,10.9620001,0.041,1
xidza5zn,58,M,27-11-20,0.141,0.244312502,1.5470001,48,0.280669434,11.7270001,0.034,0
kj12ffef,75,M,28-11-20,0.125,0.210270835,1.137,48,0.238764445,10.0930001,0.042,1
btefyqvw,56,M,29-11-20,0.1025,0.233541667,1.018,48,0.243402037,11.21,0.033,1
bom05wg7,58,M,30-11-20,0.0855,0.254708333,1.618,48,0.349482898,12.226,0.039,1
g38llbo7,64,M,01-12-20,0.13,0.290583333,1.226,48,0.298054745,13.948,0.039,1
f9kl9t7u,54,M,02-12-20,0.1315,0.278604167,2.609,48,0.418625854,13.373,0.03,1
6s79du0w,54,M,03-12-20,0.115,0.269541669,2.082,48,0.387203618,12.9380001,0.033,0
8340kluw,59,M,04-12-20,0.092,0.2405625,2.589,48,0.418610056,11.547,0.037,1
xbqsaqfj,55,F,05-12-20,0.1375,0.241270833,1.386,48,0.290604853,11.581,0.031,1
xxdjajdb,57,M,06-12-20,0.0895,0.179125,1.485,48,0.247313362,8.598,0.033,1
zh7ccnd4,61,M,07-12-20,0.087,0.251145833,1.1569999,48,0.316141698,12.055,0.031,0
o1bxwvso,41,M,08-12-20,0.0895,0.202875,1.018,48,0.248666711,9.738,0.03,1
5f513690,71,M,09-12-20,0.0845,0.148916667,0.496,48,0.130731141,7.148,0.031,1
sc1b0tsk,38,F,10-12-20,0.197,0.301541667,1.824,48,0.344203611,14.474,0.039,1
6musbjdu,55,M,11-12-20,0.1605,0.231270835,1.5470001,48,0.272576507,11.1010001,0.032,1
q2k3bvbw,56,M,12-12-20,0.143,0.265895833,1.909,48,0.331858419,12.763,0.034,1
mfswbehl,69,M,13-12-20,0.087,0.172625,0.867,48,0.19860156,8.286,0.034,1
yz0fhofz,64,F,14-12-20,0.1835,0.320541667,2.211,48,0.464535685,15.386,0.031,1
6v0y6xsa,72,M,15-12-20,0.1915,0.288145833,1.274,48,0.284048841,13.831,0.042,1
l1rmc0ve,69,M,16-12-20,0.1415,0.230770835,1.9450001,48,0.320258699,11.0770001,0.034,1
z8vtem7r,56,M,17-12-20,0.147,0.210645833,0.778,48,0.186488205,10.111,0.04,1
pjt0sfny,62,M,18-12-20,0.1295,0.232604167,2.628,48,0.393682005,11.165,0.038,1
9s6kk8i3,67,M,19-12-20,0.1665,0.3054375,2.967,48,0.486446687,14.661,0.035,1
udkj15zl,57,F,20-12-20,0.086,0.189729167,0.836,48,0.182697487,9.107,0.034,1
28aqh5nw,69,F,21-12-20,0.18,0.283541665,1.3099999,48,0.292474611,13.6099999,0.034,1
60g4avsb,51,M,22-12-20,0.1975,0.333895831,2.1429999,48,0.383797767,16.0269999,0.033,1
fnnr6ri5,48,M,23-12-20,0.171,0.313166667,2.1229999,48,0.448718,15.032,0.024,1
7ve9gs2a,69,M,24-12-20,0.1085,0.295520833,2.036,48,0.392267711,14.185,0.025,1
3jbdygxf,69,F,25-12-20,0.122,0.236875,1.103,48,0.24927082,11.37,0.028,1
j1r2xj0y,64,M,26-12-20,0.172,0.300958333,3.132,48,0.493692684,14.446,0.038,1
lhdtwwow,57,M,27-12-20,0.096,0.238625,1.842,48,0.374826974,11.454,0.032,1
cbrya475,53,M,28-12-20,0.155,0.327770833,2.273,48,0.434454034,15.733,0.025,1
4xcxajlq,37,F,29-12-20,0.148,0.285020833,2.089,48,0.394665249,13.681,0.029,1
0rvjwljs,67,M,30-12-20,0.112,0.222854167,0.901,48,0.236699108,10.697,0.025,1
l9ct8c2q,74,M,31-12-20,0.1385,0.25175,1.101,48,0.297402836,12.084,0.026,1
kyw6ad4u,63,M,01-01-21,0.163,0.304395835,1.198,48,0.330399681,14.6110001,0.025,1
9xn0gulf,58,M,02-01-21,0.1345,0.258125,1.416,48,0.289375897,12.39,0.03,1
f3qp0m4h,61,M,03-01-21,0.121,0.219854167,0.932,48,0.217154224,10.553,0.029,1
p9t52cgg,64,M,04-01-21,0.1965,0.300020833,1.316,48,0.316220802,14.401,0.033,0
3dgeuti5,58,M,05-01-21,0.1705,0.302125002,1.933,48,0.337593341,14.5020001,0.037,1
lap3d7tc,60,F,06-01-21,0.094,0.253291667,1.904,48,0.365726322,12.158,0.029,1
mwakww13,57,M,07-01-21,0.1065,0.326500002,2.2190001,48,0.464482654,15.6720001,0.035,1
ip60g0nv,55,F,08-01-21,0.088,0.209979169,1.4960001,48,0.289954994,10.0790001,0.03,1
v35z8ywz,55,M,09-01-21,0.1145,0.224291669,1.3150001,48,0.263788041,10.7660001,0.032,1
cw91qha6,56,F,10-01-21,0.094,0.254062498,1.5369999,48,0.307624825,12.1949999,0.036,1
vbb4ho7j,57,M,11-01-21,0.0965,0.272291663,1.9859999,48,0.406639191,13.0699998,0.031,1
2h36763m,61,M,12-01-21,0.173,0.263791667,0.994,48,0.232337425,12.662,0.035,1
nbcefufl,61,M,13-01-21,0.1255,0.2318125,2.109,48,0.337550227,11.127,0.031,1
qy0ptoo6,74,M,14-01-21,0.091,0.1919375,1.784,48,0.285624468,9.213,0.031,1
a2ifnvvb,68,M,15-01-21,0.1275,0.212020835,1.4170001,48,0.270229895,10.1770001,0.029,1
fctcwpyc,51,F,16-01-21,0.0815,0.263645833,2.119,48,0.385289749,12.655,0.029,1
o2axs9bo,62,F,17-01-21,0.0985,0.233666667,1.743,48,0.309722479,11.216,0.03,1
ymceytj3,53,M,18-01-21,0.159,0.220833331,1.0779999,48,0.231825159,10.5999999,0.03,1
wiivrluk,62,M,19-01-21,0.153,0.318395831,2.5409999,48,0.448960242,15.2829999,0.032,1
w9omkeu9,46,M,20-01-21,0.141,0.271145831,1.178,48,0.316751524,13.0149999,0.028,1
wvp59pj0,54,M,21-01-21,0.125,0.269541665,1.5829999,48,0.350651662,12.9379999,0.032,1
esltrpgb,62,M,22-01-21,0.159,0.231208333,1.801,48,0.310707768,11.098,0.035,1
3lfl34y9,55,M,23-01-21,0.0805,0.221520835,2.6170001,48,0.451017725,10.6330001,0.038,1
vhi6nszc,58,F,24-01-21,0.0755,0.177375,0.987,48,0.23486353,8.514,0.03,1
shidey6c,62,M,25-01-21,0.13,0.218375,1.002,48,0.224873924,10.482,0.033,1
cqtypjck,70,M,26-01-21,0.099,0.145770833,0.714,48,0.129051901,6.997,0.029,1
0w7a3xuq,67,F,27-01-21,0.078,0.172625,1.209,48,0.236382635,8.286,0.031,1
2ephfu8p,57,M,28-01-21,0.1565,0.197229167,0.768,48,0.160143053,9.467,0.03,1
ovrc2sjl,64,F,29-01-21,0.0755,0.251791667,2.714,48,0.428660802,12.086,0.034,1
6dazr39q,74,M,30-01-21,0.0895,0.185270835,1.8890001,48,0.278473568,8.8930001,0.047,1
8vu3bbnd,65,M,31-01-21,0.1185,0.179541667,0.939,48,0.184846337,8.618,0.032,1
pqhhs0x3,56,M,01-02-21,0.15,0.267229165,2.0569999,48,0.34990303,12.8269999,0.03,1
0eostjdw,59,M,02-02-21,0.137,0.227395833,1.597,48,0.26202296,10.915,0.034,1
nmmkkvaq,60,M,03-02-21,0.1435,0.285041667,2.075,48,0.37809905,13.682,0.045,1
hkh3clh4,63,M,04-02-21,0.128,0.252458333,1.64,48,0.320074457,12.118,0.043,1
357qanul,59,M,05-02-21,0.0865,0.213395831,2.3329999,48,0.369684888,10.2429999,0.03,1
bs0as8d9,53,M,06-02-21,0.12,0.217916667,1.864,48,0.332804961,10.46,0.033,1
wvmhvcdd,44,F,07-02-21,0.0855,0.195666667,1.155,48,0.250087162,9.392,0.034,1
oa4lzkru,61,M,08-02-21,0.109,0.226645833,1.387,48,0.27202194,10.879,0.037,1
w4sr6zhr,57,M,09-02-21,0.1175,0.298020833,1.666,48,0.358932667,14.305,0.034,1
yv0610io,71,M,10-02-21,0.108,0.248916667,1.85,48,0.329631247,11.948,0.031,1
73kv5x0m,46,M,11-02-21,0.076,0.1951875,1.001,48,0.230201545,9.369,0.039,1
ly6k47nt,53,M,12-02-21,0.1255,0.251270833,1.755,48,0.357671235,12.061,0.035,1
5m9vkg2v,64,M,13-02-21,0.1265,0.205104167,1.211,48,0.233811275,9.845,0.037,1
unszclt1,40,M,14-02-21,0.121,0.187104167,0.855,48,0.174065192,8.981,0.044,1
6ynxko4o,67,M,15-02-21,0.154,0.216666667,1.204,48,0.244019648,10.4,0.037,1
fbu0tzbv,48,M,16-02-21,0.138,0.245375004,1.1390001,48,0.271746659,11.7780002,0.041,1
2ovmziug,43,M,17-02-21,0.1245,0.251520833,1.584,48,0.276337982,12.073,0.034,1
z20lcsrg,47,M,18-02-21,0.139,0.234625,1.77,48,0.303653121,11.262,0.031,1
zf2sdb9t,54,F,19-02-21,0.0885,0.230291667,1.961,48,0.332496934,11.054,0.029,1
3uo35gzg,48,F,20-02-21,0.102,0.1993125,0.924,48,0.220691578,9.567,0.031,1
2njcmjxc,46,M,21-02-21,0.087,0.253916667,1.824,48,0.43103541,12.188,0.032,1
uy9n863q,51,F,22-02-21,0.1245,0.213395833,1.466,48,0.26126914,10.243,0.044,1
z2lv280w,58,F,23-02-21,0.123,0.246458333,1.318,48,0.273561923,11.83,0.041,1
6qc5rf1t,71,M,24-02-21,0.138,0.235708333,1.202,48,0.261976932,11.314,0.042,1
gmpjo9uz,57,F,25-02-21,0.101,0.24825,1.723,48,0.316025551,11.916,0.039,1
602uydnn,66,M,26-02-21,0.098,0.2115625,1.072,48,0.241519649,10.155,0.034,0
6ivut313,37,M,27-02-21,0.0885,0.219729167,1.567,48,0.303728164,10.547,0.032,1
v2pa7bus,59,M,28-02-21,0.083,0.083,0.083,1,,0.083,0.083,1
thh9f283,50,M,18-10-19,0.0955,0.105923077,0.26,26,0.053583522,2.754,0.043,0
xwtc006y,48,M,19-10-19,0.104,0.156958333,0.655,48,0.162859025,7.534,0.024,0
lblf2eu7,61,M,20-10-19,0.1085,0.164375,0.756,48,0.155470819,7.89,0.016,1
4u7v4m6l,59,M,21-10-19,0.1485,0.180916667,0.925,48,0.148892198,8.684,0.023,0
033ixq5y,42,F,22-10-19,0.071,0.162666667,1.094,48,0.207923506,7.808,0.015,1
ao3hlixc,48,M,23-10-19,0.1025,0.124208333,0.415,48,0.082223866,5.962,0.023,1
2dbnc57b,40,F,24-10-19,0.097,0.1855625,0.826,48,0.211746829,8.907,0.029,0
enaseegb,62,M,25-10-19,0.106,0.151104167,0.738,48,0.152786493,7.253,0.024,1
nbycd4jr,44,M,26-10-19,0.115,0.187145833,1.124,48,0.22004951,8.983,0.024,1
zmqr0w1y,46,F,27-10-19,0.094,0.199833333,0.885,48,0.222178415,9.592,0.022,1
x9piyivm,59,M,28-10-19,0.5045,0.427583333,1.199,48,0.302472917,20.524,0.062,1
iqk14sdt,58,M,29-10-19,0.5195,0.488229167,1.367,48,0.288279138,23.435,0.075,0
ta12c88k,49,M,30-10-19,0.451,0.4623125,0.763,48,0.155683552,22.191,0.094,1
27xxjcfs,44,F,31-10-19,0.1995,0.283166667,0.839,48,0.192259724,13.592,0.077,1
32h1mxzj,66,F,01-11-19,0.099,0.1011875,0.267,48,0.041665668,4.857,0.034,0
jzngtd06,65,M,02-11-19,0.105,0.126083333,0.734,48,0.10956992,6.052,0.026,0
jpwyg91x,42,M,03-11-19,0.106,0.172895833,0.884,48,0.182743424,8.299,0.05,1
ce124dzh,52,F,04-11-19,0.0715,0.081770833,0.359,48,0.052320306,3.925,0.035,1
9o2jppb6,65,F,05-11-19,0.0575,0.0600625,0.113,48,0.022467382,2.883,0.035,1
p6ia71ml,63,M,06-11-19,0.0605,0.059166667,0.114,48,0.021560734,2.84,0.035,0
2vb63yn6,45,F,07-11-19,0.069,0.085666667,0.374,48,0.065381152,4.112,0.035,1
8n0mwad5,41,M,08-11-19,0.065,0.0738125,0.275,48,0.048658452,3.543,0.029,1
zyaqh139,61,M,09-11-19,0.064,0.077770833,0.269,48,0.053591139,3.733,0.03,1
6jz6or45,60,F,10-11-19,0.1225,0.160520833,0.817,48,0.143481779,7.705,0.026,1
nei7zrnn,59,M,11-11-19,0.065,0.0953125,0.402,48,0.080190506,4.575,0.03,1
72poodo4,62,M,12-11-19,0.068,0.09575,0.485,48,0.081187333,4.596,0.03,1
z05083cx,57,F,13-11-19,0.075,0.1124375,0.44,48,0.096593667,5.397,0.03,1
s44lxpys,51,M,14-11-19,0.075,0.111708333,0.737,48,0.136031435,5.362,0.035,1
a7qmavgr,44,M,15-11-19,0.0665,0.122041667,0.717,48,0.14308158,5.858,0.033,1
mp227k4q,60,M,16-11-19,0.067,0.127979167,0.758,48,0.148680221,6.143,0.03,1
